gene_name,annotation
CDKN1A,cytosol
CDKN1A,plasma membrane
CDKN1A,nucleoplasm
CDKN1A,nuclear envelope
CDKN1A,mitochondrial intermembrane space
CDKN1A,extracellular region
CDKN1B,cytoplasm
CDKN1B,nuclear envelope
CDKN1B,nucleoplasm
CDKN1B,cytosol
CDKN1B,plasma membrane
CDKN2A,mitochondrial matrix
CDKN2A,cytosol
CDKN2A,nucleoplasm
CDKN2B,nucleoplasm
CDKN2B,cytosol
CDKN2C,cytosol
CDON,plasma membrane
CDON,ciliary membrane
CDX2,nucleoplasm
CDYL,nucleoplasm
CEACAM21,specific granule membrane
CEACAM21,plasma membrane
CEACAM21,extracellular region
CEACAM21,tertiary granule membrane
CEACAM21,azurophil granule membrane
CEBPA,nucleoplasm
CEBPA,cytosol
CEBPA,plasma membrane
CEBPA,extracellular region
CENPA,nucleoplasm
CENPA,cytosol
CENPF,nucleoplasm
CENPF,cytosol
CENPJ,cytosol
CEP152,cytosol
CEP19,cytosol
CEP43,cytosol
CEP76,cytosol
CEP83,cytosol
CERS3,endoplasmic reticulum membrane
CFHR2,plasma membrane
CFHR2,extracellular region
CGB5,nucleoplasm
CGB5,extracellular region
CHCHD7,mitochondrial intermembrane space
CHD1,nucleoplasm
CHD1,cytosol
CHD3,nucleoplasm
CHD4,nucleoplasm
CHD5,endoplasmic reticulum membrane
CHD8,nucleoplasm
CHD8,cytosol
CHD9,nucleoplasm
CHDH,mitochondrial matrix
CHDH,mitochondrial inner membrane
CHEK1,nucleoplasm
CHEK1,cytosol
CHEK2,nucleoplasm
CHGA,plasma membrane
CHGA,extracellular region
CHKB,cytosol
CHL1,plasma membrane
CHL1,nucleoplasm
CHL1,cytosol
CHMP2B,cytosol
CHMP2B,endosome membrane
CHN1,plasma membrane
CHN1,cytosol
CHPF2,Golgi membrane
CHPF2,Golgi lumen
CHPT1,Golgi membrane
CHPT1,cytosol
CHRM5,plasma membrane
CHRNB2,plasma membrane
CHST1,Golgi membrane
CHST1,Golgi lumen
CHST10,Golgi membrane
CHST10,Golgi lumen
CHST11,Golgi membrane
CHTF8,nucleoplasm
CIC,plasma membrane
CIC,extracellular region
CIC,nucleoplasm
CIC,cytosol
CIITA,nucleoplasm
CIITA,cytosol
CITED2,nucleoplasm
CITED2,extracellular region
CKS1B,nucleoplasm
CKS1B,plasma membrane
CKS1B,cytosol
CLASP1,plasma membrane
CLASP1,cytosol
CLASP2,plasma membrane
CLASP2,cytosol
CLCN4,endosome lumen
CLCN4,cytosol
CLCN4,endosome membrane
CLCN7,lysosomal lumen
CLCN7,lysosomal membrane
CLCN7,cytosol
CLDN20,cell junction
CLDN20,plasma membrane
CLEC4G,plasma membrane
CLIC5,plasma membrane
CLIP1,plasma membrane
CLIP1,cytosol
CLP1,nucleoplasm
CLP1,endocytic vesicle membrane
CLP1,plasma membrane
CLTC,lysosomal membrane
CLTC,endoplasmic reticulum membrane
CLTC,trans-Golgi network membrane
CLTC,cytosol
CLTC,endolysosome membrane
CLTC,plasma membrane
CLTC,clathrin-coated endocytic vesicle membrane
CLTCL1,lysosomal membrane
CLTCL1,plasma membrane
CLTCL1,cytosol
CLUAP1,ciliary tip
CLUAP1,cilium
CMKLR1,plasma membrane
CMKLR1,extracellular region
CNBP,double membrane vesicle viral factory outer membrane
CNBP,cytosol
CNDP2,cytosol
CNGA4,Golgi-associated vesicle membrane
CNGA4,plasma membrane
CNGA4,Golgi membrane
CNGA4,ciliary membrane
CNKSR1,plasma membrane
CNKSR1,cytosol
CNOT1,cytosol
CNOT3,cytosol
CNOT9,nucleoplasm
CNOT9,cytosol
CNTN1,plasma membrane
CNTN1,nucleoplasm
CNTN1,cytosol
CNTN4,plasma membrane
CNTN4,extracellular region
CNTN6,plasma membrane
CNTNAP1,plasma membrane
CNTRL,cytosol
COIL,integral component of cytoplasmic side of endoplasmic reticulum membrane
COIL,secretory granule membrane
COIL,cytosol
COIL,endocytic vesicle lumen
COIL,endocytic vesicle membrane
COIL,nucleoplasm
COIL,endoplasmic reticulum membrane
COIL,nuclear envelope
COIL,endoplasmic reticulum-Golgi intermediate compartment membrane
COIL,sarcoplasmic reticulum membrane
COIL,mitochondrial inner membrane
COIL,endoplasmic reticulum lumen
COIL,plasma membrane
COIL,Golgi membrane
COIL,lysosomal membrane
COIL,trans-Golgi network membrane
COIL,mitochondrial intermembrane space
COIL,Golgi-associated vesicle membrane
COIL,mitochondrial outer membrane
COIL,extracellular region
COIL,endosome membrane
COL11A1,endoplasmic reticulum lumen
COL11A1,extracellular region
COL12A1,endoplasmic reticulum lumen
COL12A1,extracellular region
COL14A1,endoplasmic reticulum lumen
COL14A1,extracellular region
COL1A1,plasma membrane
COL1A1,extracellular region
COL1A1,nucleoplasm
COL1A1,endoplasmic reticulum lumen
COL1A1,cytosol
COL1A2,plasma membrane
COL1A2,extracellular region
COL1A2,nucleoplasm
COL1A2,endoplasmic reticulum lumen
COL1A2,cytosol
COL21A1,endoplasmic reticulum lumen
COL21A1,extracellular region
COL22A1,endoplasmic reticulum lumen
COL22A1,extracellular region
COL25A1,endoplasmic reticulum lumen
COL25A1,plasma membrane
COL25A1,extracellular region
COL28A1,endoplasmic reticulum lumen
COL28A1,extracellular region
COL2A1,nucleoplasm
COL2A1,endoplasmic reticulum lumen
COL2A1,extracellular region
COL3A1,endoplasmic reticulum lumen
COL3A1,plasma membrane
COL3A1,cytosol
COL3A1,extracellular region
COL4A1,endoplasmic reticulum lumen
COL4A1,extracellular region
COL4A2,endoplasmic reticulum lumen
COL4A2,extracellular region
COL5A1,endoplasmic reticulum lumen
COL5A1,extracellular region
COL5A3,endoplasmic reticulum lumen
COL5A3,extracellular region
COL6A3,endoplasmic reticulum lumen
COL6A3,extracellular region
COL6A6,endoplasmic reticulum lumen
COL6A6,extracellular region
COL7A1,endoplasmic reticulum-Golgi intermediate compartment membrane
COL7A1,extracellular region
COL7A1,endoplasmic reticulum lumen
COL7A1,COPII-coated ER to Golgi transport vesicle
COL9A2,endoplasmic reticulum lumen
COL9A2,extracellular region
COP1,early endosome membrane
COP1,plasma membrane
COP1,nucleoplasm
COP1,nuclear envelope
COP1,cytosol
COPB2,Golgi membrane
COPB2,endoplasmic reticulum membrane
COPB2,transport vesicle
COPB2,cytosol
COQ10B,mitochondrial inner membrane
COX7C,mitochondrial inner membrane
CPEB1,cytosol
CPNE1,plasma membrane
CPNE1,azurophil granule membrane
CPS1,mitochondrial matrix
CR1,secretory granule membrane
CR1,ficolin-1-rich granule membrane
CR1,nucleoplasm
CR1,cytosol
CR1,plasma membrane
CR1,extracellular region
CRADD,nucleoplasm
CRADD,cytosol
CRBN,cytosol
CREB1,mitochondrial matrix
CREB1,nucleoplasm
CREB1,cytosol
CREB1,plasma membrane
CREB1,mitochondrial outer membrane
CREB1,extracellular region
CREB3L1,nucleoplasm
CREB3L1,endoplasmic reticulum membrane
CREB3L1,endoplasmic reticulum lumen
CREB3L1,cytosol
CREB3L1,Golgi membrane
CREB3L2,nucleoplasm
CREB3L2,endoplasmic reticulum membrane
CREB3L2,endoplasmic reticulum lumen
CREB3L2,cytosol
CREB3L2,Golgi membrane
CREB3L3,nucleoplasm
CREB3L3,endoplasmic reticulum membrane
CREB3L3,endoplasmic reticulum lumen
CREB3L3,cytosol
CREB3L3,Golgi membrane
CREB3L4,nucleoplasm
CREB3L4,endoplasmic reticulum membrane
CREB3L4,endoplasmic reticulum lumen
CREB3L4,cytosol
CREB3L4,Golgi membrane
CREBBP,nucleoplasm
CREBBP,endoplasmic reticulum lumen
CREBBP,cytosol
CREBBP,mitochondrial outer membrane
CREBBP,extracellular region
CRKL,plasma membrane
CRKL,extracellular region
CRKL,recycling endosome membrane
CRKL,cytosol
CRKL,endosome membrane
CRLF2,plasma membrane
CRLF2,extracellular region
CRLF2,cytosol
CRNKL1,nucleoplasm
CRP,plasma membrane
CRP,extracellular region
CRP,nucleoplasm
CRP,cytosol
CRTAM,cell junction
CRTAM,plasma membrane
CRTC1,nucleoplasm
CRTC3,nucleoplasm
CSF1,plasma membrane
CSF1,extracellular region
CSF1,nucleoplasm
CSF1,endoplasmic reticulum lumen
CSF1R,plasma membrane
CSF1R,extracellular region
CSF1R,nucleoplasm
CSF2RA,clathrin-coated endocytic vesicle
CSF2RA,plasma membrane
CSF2RA,extracellular region
CSF3R,nucleoplasm
CSF3R,lysosomal membrane
CSF3R,cytosol
CSF3R,endocytic vesicle membrane
CSF3R,plasma membrane
CSF3R,extracellular region
CSH1,endosome lumen
CSH1,extracellular region
CSNK1A1,cytosol
CSNK1A1,ciliary membrane
CSNK1A1,cilium
CSNK1E,nucleoplasm
CSNK1E,cytosol
CSNK2A1,nucleoplasm
CSNK2A1,cytosol
CSNK2B,extracellular region
CSNK2B,secretory granule lumen
CSNK2B,nucleoplasm
CSNK2B,cytosol
CSNK2B,ficolin-1-rich granule lumen
CSPG4,lysosomal lumen
CSPG4,extracellular region
CSPG4,Golgi lumen
CTCF,nucleoplasm
CTCF,cytosol
CTDNEP1,nucleoplasm
CTDNEP1,nuclear envelope
CTLA4,plasma membrane
CTLA4,nucleoplasm
CTLA4,cytosol
CTNNA1,plasma membrane
CTNNA1,cytosol
CTNNA2,cytosol
CTNNB1,cytosol
CTNNB1,plasma membrane
CTNNB1,Golgi membrane
CTNNB1,nucleoplasm
CTNNB1,peptidoglycan-based cell wall
CTNNB1,extracellular region
CTNND1,peptidoglycan-based cell wall
CTNND1,plasma membrane
CTNND1,cytosol
CTR9,nucleoplasm
CTSS,lysosomal lumen
CTSS,endolysosome lumen
CTSS,extracellular region
CTSS,early endosome lumen
CTSS,tertiary granule lumen
CTSS,ficolin-1-rich granule lumen
CTU2,cytosol
CUBN,lysosomal lumen
CUBN,plasma membrane
CUBN,extracellular region
CUBN,cytosol
CUL1,nucleoplasm
CUL1,cytosol
CUL1,plasma membrane
CUL3,nucleoplasm
CUL3,cytosol
CUL3,trans-Golgi network membrane
CUL3,mitochondrial outer membrane
CUL3,plasma membrane
CUL3,endosome membrane
CUL4A,nucleoplasm
CUL4B,nucleoplasm
CUL7,cytosol
CUL7,nucleoplasm
CUL9,cytosol
CUX1,Golgi membrane
CUX1,cytosol
CWC22,nucleoplasm
CX3CR1,plasma membrane
CXADR,plasma membrane
CXCR2,secretory granule membrane
CXCR2,nucleoplasm
CXCR2,plasma membrane
CXCR2,extracellular region
CXCR4,plasma membrane
CXCR4,extracellular region
CXCR4,nucleoplasm
CXXC4,cytosol
CXXC5,nucleoplasm
CYFIP1,specific granule lumen
CYFIP1,plasma membrane
CYFIP1,extracellular region
CYFIP1,secretory granule lumen
CYFIP1,tertiary granule lumen
CYFIP1,cytosol
CYLD,cytosol
CYLD,plasma membrane
CYP17A1,endoplasmic reticulum membrane
CYP17A1,cytosol
CYP19A1,endoplasmic reticulum membrane
CYP19A1,cytosol
CYP2A7,endoplasmic reticulum membrane
CYP2C18,endoplasmic reticulum lumen
CYP2C18,endoplasmic reticulum membrane
CYP2C8,endoplasmic reticulum membrane
CYP2C8,endoplasmic reticulum lumen
CYP2C8,cytosol
CYP2C9,endoplasmic reticulum lumen
CYP2C9,endoplasmic reticulum membrane
CYP2C9,cytosol
CYP2E1,smooth endoplasmic reticulum
CYP2E1,endoplasmic reticulum membrane
CYP2E1,endoplasmic reticulum lumen
CYP2E1,cytosol
CYP4A11,nucleoplasm
CYP4A11,smooth endoplasmic reticulum
CYP4A11,endoplasmic reticulum membrane
CYP4A11,endoplasmic reticulum lumen
CYP4B1,smooth endoplasmic reticulum
CYP4B1,endoplasmic reticulum membrane
CYP4F22,endoplasmic reticulum membrane
CYP4F22,cytosol
CYP7B1,endoplasmic reticulum membrane
CYP7B1,cytosol
CYS1,cytosol
CYS1,cilium
CYSLTR2,plasma membrane
CYSLTR2,extracellular region
DAAM1,plasma membrane
DAAM1,extracellular region
DAAM1,nucleoplasm
DAAM1,cytosol
DAAM1,endosome membrane
DAB1,plasma membrane
DAB1,extracellular region
DAB1,cytosol
DAB2IP,plasma membrane
DAB2IP,cytosol
DAO,nucleoplasm
DAO,peroxisomal matrix
DAO,cytosol
DAXX,nucleoplasm
DBI,endoplasmic reticulum lumen
DBR1,nucleoplasm
DCAF1,nucleoplasm
DCAF1,cytosol
DCC,cytosol
DCC,plasma membrane
DCC,extracellular region
DCC,endosome membrane
DCK,nucleoplasm
DCK,cytosol
DCLRE1A,nucleoplasm
DCLRE1C,nucleoplasm
DCSTAMP,endoplasmic reticulum membrane
DCSTAMP,Golgi membrane
DCTD,cytosol
DCTN1,nucleoplasm
DCTN1,cytosol
DCUN1D1,plasma membrane
DCUN1D1,nucleoplasm
DCUN1D1,cytosol
DDB2,nucleoplasm
DDIT3,nucleoplasm
DDIT3,cytosol
DDR1,plasma membrane
DDR1,extracellular region
DDR2,plasma membrane
DDR2,extracellular region
DDX17,nucleoplasm
DDX20,nucleoplasm
DDX20,cytosol
DDX23,nucleoplasm
DDX3X,secretory granule lumen
DDX3X,ficolin-1-rich granule lumen
DDX3X,extracellular region
DDX4,plasma membrane
DDX4,nucleoplasm
DDX4,cytosol
DDX41,nucleoplasm
DDX41,cytosol
DDX5,double membrane vesicle viral factory outer membrane
DDX5,nucleoplasm
DDX5,cytosol
DDX5,mitochondrial outer membrane
DDX58,double membrane vesicle viral factory outer membrane
DDX58,cytosol
DDX58,Golgi membrane
DDX58,plasma membrane
DDX58,endoplasmic reticulum membrane
DDX58,endoplasmic reticulum-Golgi intermediate compartment membrane
DDX58,mitochondrial outer membrane
DDX6,cytosol
DEFB115,extracellular region
DEFB115,Golgi lumen
DEFB129,extracellular region
DEFB129,Golgi lumen
DEK,nucleoplasm
DEK,cytosol
DENND2B,cell junction
DENND2B,cytosol
DENND4B,cytosol
DEPDC5,lysosomal membrane
DERL1,endoplasmic reticulum membrane
DERL1,cytosol
DGAT2L6,endoplasmic reticulum membrane
DGAT2L6,cytosol
DGCR8,nucleoplasm
DGCR8,nuclear envelope
DGCR8,cytosol
DGKA,plasma membrane
DGKB,plasma membrane
DGKE,plasma membrane
DGKI,plasma membrane
DHX15,nucleoplasm
DHX16,nucleoplasm
DHX35,nucleoplasm
DHX36,nuclear envelope
DHX36,cytosol
DHX58,cytosol
DHX9,nucleoplasm
DHX9,cytosol
DIAPH1,secretory granule membrane
DIAPH1,ficolin-1-rich granule membrane
DIAPH1,nucleoplasm
DIAPH1,cytosol
DIAPH1,plasma membrane
DIAPH1,endosome membrane
DIAPH2,plasma membrane
DIAPH2,nucleoplasm
DIAPH2,cytosol
DIAPH2,endosome membrane
DICER1,nucleoplasm
DICER1,nuclear envelope
DICER1,cytosol
DIS3,nucleoplasm
DIS3,cytosol
DIS3L2,cytosol
DISP2,plasma membrane
DISP2,extracellular region
DKK1,early endosome membrane
DKK1,plasma membrane
DKK1,extracellular region
DKK1,nucleoplasm
DKK1,cytosol
DKK2,early endosome membrane
DKK2,plasma membrane
DKK2,extracellular region
DKK3,extracellular region
DKK4,early endosome membrane
DKK4,extracellular region
DLC1,plasma membrane
DLC1,tertiary granule membrane
DLC1,ficolin-1-rich granule membrane
DLC1,ciliary tip
DLC1,cytosol
DLC1,cilium
DLG2,endoplasmic reticulum membrane
DLG2,plasma membrane
DLG2,cytosol
DLG3,endoplasmic reticulum membrane
DLG3,plasma membrane
DLG3,cytosol
DLGAP5,nucleoplasm
DLGAP5,cytosol
DLK1,plasma membrane
DLK1,nucleoplasm
DLK1,cytosol
DLL1,Golgi lumen
DLL1,nucleoplasm
DLL1,endoplasmic reticulum membrane
DLL1,cytosol
DLL1,plasma membrane
DLL1,Golgi membrane
DLL1,extracellular region
DMD,cytosol
DNAJB1,nucleoplasm
DNAJB1,endoplasmic reticulum lumen
DNAJB1,cytosol
DNAJB9,nucleoplasm
DNAJB9,endoplasmic reticulum membrane
DNAJB9,cytosol
DNAJB9,endoplasmic reticulum lumen
DNER,plasma membrane
DNER,extracellular region
DNER,nucleoplasm
DNER,cytosol
DNM2,endocytic vesicle membrane
DNM2,plasma membrane
DNM2,Golgi membrane
DNM2,lysosomal membrane
DNM2,cytosol
DNMBP,plasma membrane
DNMBP,cytosol
DNMT1,nucleoplasm
DNMT1,cytosol
DNMT3A,nucleoplasm
DNMT3B,nucleoplasm
DNMT3B,cytosol
DOCK2,specific granule lumen
DOCK2,plasma membrane
DOCK2,extracellular region
DOCK2,cytosol
DOCK4,plasma membrane
DOCK4,cytosol
DOCK8,plasma membrane
DOCK8,cytosol
DOK6,plasma membrane
DOK6,extracellular region
DOK6,cytosol
DOT1L,nucleoplasm
DPH3,cytosol
DPP7,extracellular region
DPP7,azurophil granule lumen
DPPA4,nucleoplasm
DPYD,cytosol
DPYS,cytosol
DRD3,plasma membrane
DRD5,plasma membrane
DROSHA,nucleoplasm
DROSHA,nuclear envelope
DROSHA,cytosol
DSC1,cornified envelope
DSC1,plasma membrane
DSC1,ficolin-1-rich granule membrane
DSC1,cytosol
DSC3,cornified envelope
DSC3,plasma membrane
DSE,Golgi membrane
DSE,Golgi lumen
DSE,nucleoplasm
DSEL,Golgi membrane
DSEL,Golgi lumen
DSG1,cornified envelope
DSG1,plasma membrane
DSG1,ficolin-1-rich granule membrane
DSG1,cytosol
DSG4,cornified envelope
DSG4,plasma membrane
DSP,lysosomal lumen
DSP,cornified envelope
DSP,Golgi lumen
DSP,ficolin-1-rich granule membrane
DSP,cytosol
DSP,plasma membrane
DSP,extracellular region
DSPP,plasma membrane
DSPP,extracellular region
DST,plasma membrane
DST,cytosol
DTL,nucleoplasm
DTX1,plasma membrane
DTX1,extracellular region
DTX1,nucleoplasm
DTX1,cytosol
DTX4,cytoplasmic vesicle membrane
DTX4,plasma membrane
DTX4,extracellular region
DTX4,nucleoplasm
DTX4,cytosol
DUSP16,nucleoplasm
DUSP16,cytosol
DUSP2,nucleoplasm
DUSP4,nucleoplasm
DUSP7,nucleoplasm
DUSP7,cytosol
DUSP9,cytosol
DUXA,nucleoplasm
DYNC1I1,cytosol
DYNLL1,plasma membrane
DYNLL1,tertiary granule membrane
DYNLL1,ficolin-1-rich granule membrane
DYNLL1,ciliary tip
DYNLL1,cytosol
DYNLL1,cilium
DYRK1A,nucleoplasm
DYRK1A,cytosol
DYSF,plasma membrane
DYSF,cytoplasmic vesicle membrane
DYSF,cytosol
E2F2,nucleoplasm
E2F2,cytosol
E2F3,nucleoplasm
E2F3,cytosol
EAF2,nucleoplasm
EBF1,plasma membrane
EBF1,nucleoplasm
EBF1,endoplasmic reticulum membrane
EBF1,cytosol
ECSIT,cytosol
ECSIT,mitochondrial inner membrane
ECT2,plasma membrane
ECT2,cytosol
ECT2L,plasma membrane
ECT2L,cytosol
EDAR,plasma membrane
EDAR,cytosol
EDC4,cytosol
EDEM1,nucleoplasm
EDEM1,endoplasmic reticulum quality control compartment
EDEM1,double membrane vesicle viral factory outer membrane
EDEM1,endoplasmic reticulum membrane
EDNRB,plasma membrane
EDNRB,extracellular region
EED,nucleoplasm
EED,plasma membrane
EEF1A1,extracellular region
EEF1A1,secretory granule lumen
EEF1A1,nucleoplasm
EEF1A1,lysosomal membrane
EEF1A1,cytosol
EEF1A1,ficolin-1-rich granule lumen
EEF1D,cytosol
EEF2,extracellular region
EEF2,secretory granule lumen
EEF2,cytosol
EEF2,ficolin-1-rich granule lumen
EEF2K,cytosol
EFHD2,plasma membrane
EFHD2,cytosol
EFTUD2,nucleoplasm
EGFR,cytosol
EGFR,nucleoplasm
EGFR,endoplasmic reticulum membrane
EGFR,cytoplasm
EGFR,extracellular region
EGFR,plasma membrane
EGFR,cytoplasmic vesicle membrane
EGFR,mitochondrial intermembrane space
EGFR,mitochondrial outer membrane
EGFR,early endosome membrane
EGFR,clathrin-coated endocytic vesicle membrane
EGFR,endosome membrane
EGR1,nucleoplasm
EGR1,endoplasmic reticulum lumen
EGR1,cytosol
EGR1,plasma membrane
EGR2,nucleoplasm
EGR2,endoplasmic reticulum membrane
EGR2,cytosol
EGR2,plasma membrane
EGR3,nucleoplasm
EIF1AX,cytosol
EIF2AK1,nucleoplasm
EIF2AK1,cytosol
EIF2AK3,nucleoplasm
EIF2AK3,endoplasmic reticulum membrane
EIF2AK3,endoplasmic reticulum lumen
EIF2AK3,cytosol
EIF2AK3,plasma membrane
EIF2AK3,Golgi membrane
EIF2AK4,nucleoplasm
EIF2AK4,cytosol
EIF2B1,cytosol
EIF2S2,cytosol
EIF3A,cytosol
EIF3E,cytosol
EIF3G,nucleoplasm
EIF3G,nuclear envelope
EIF3G,cytosol
EIF4A1,cytosol
EIF4A2,cytosol
EIF4E,nuclear envelope
EIF4E,lysosomal membrane
EIF4E,cytosol
EIF5A,cytosol
ELAVL1,nucleoplasm
ELAVL1,cytosol
ELAVL2,nucleoplasm
ELAVL2,cytosol
ELAVL3,nucleoplasm
ELAVL3,cytosol
ELAVL4,nucleoplasm
ELAVL4,cytosol
ELF1,nucleoplasm
ELF1,cytosol
ELF1,extracellular region
ELF3,nucleoplasm
ELL,nucleoplasm
ELL,cytosol
ELMO1,plasma membrane
ELMO1,extracellular region
ELMO1,cytosol
ELN,extracellular region
ELOC,endocytic vesicle membrane
ELOC,plasma membrane
ELOC,nucleoplasm
ELOC,cytosol
ELOVL3,nucleoplasm
ELOVL3,endoplasmic reticulum membrane
ELOVL3,cytosol
ELP2,nucleoplasm
EMG1,nucleoplasm
EMG1,cytosol
EML4,spindle
EML4,endoplasmic reticulum membrane
EML4,cytosol
EML4,plasma membrane
ENTPD6,extracellular region
EOMES,plasma membrane
EOMES,cytosol
EOMES,nucleoplasm
EP300,nucleoplasm
EP300,endoplasmic reticulum membrane
EP300,cytosol
EP300,mitochondrial outer membrane
EP300,plasma membrane
EP400,nucleoplasm
EPAS1,peroxisomal membrane
EPAS1,nucleoplasm
EPAS1,cytosol
EPB41,plasma membrane
EPB41,cytosol
EPB41L3,cytosol
EPC1,nucleoplasm
EPCAM,plasma membrane
EPHA1,plasma membrane
EPHA1,nucleoplasm
EPHA2,plasma membrane
EPHA2,cytosol
EPHA3,plasma membrane
EPHA4,plasma membrane
EPHA4,nucleoplasm
EPHA4,cytosol
EPHA5,plasma membrane
EPHA6,plasma membrane
EPHA7,plasma membrane
EPHB1,plasma membrane
EPHB1,cytosol
EPHB1,extracellular region
EPHB4,plasma membrane
EPHB4,cytosol
EPHB4,extracellular region
EPHB6,plasma membrane
EPHB6,cytosol
EPHB6,extracellular region
EPOR,plasma membrane
EPOR,extracellular region
EPOR,cytosol
EPRS1,cytosol
EPS15,clathrin-coated endocytic vesicle membrane
EPS15,plasma membrane
EPS15,cytosol
EPS15,peptidoglycan-based cell wall
EPS15,endosome membrane
ERBB2,cytosol
